stratum_id,symptom,count,total_studies,percentage
male,"were measured through various tests (e.g., FST, SPT, TST, SIT). Molecular outcomes include reductions in cytokine levels (IL-6, IL-1β, TNF-α, MCP-1), NOS activity, and STAT3 signaling. Thus, both behavioral improvements and molecular shifts are considered measurable effects of miR-532-5p overexpression.",1,23,4.3478260869565215
male,"and coping strategies are major focuses. Specific outcomes or effects measured include ""chronicity,"" ""impact,"" and the effectiveness of coping strategies.",1,23,4.3478260869565215
male,") in the forced swim test, particularly at higher doses (5 and 10 mg/kg).",1,23,4.3478260869565215
male,"in mood disorders may be influenced by biological processes such as complement activation, immune response, and lipid metabolism, as suggested by associations with specific plasma protein markers.",1,23,4.3478260869565215
male,"atology-Self Rated (QIDS-SR). Findings indicated substantial reductions in depression scores in the immediate treatment group 1 week and 4 weeks after the intervention, with large effect sizes (Cohen d = 2.3-2.6). Clinically significant responses were observed in 71% of participants (≥50% reduction in GRID-HAMD scores), and remission was achieved in a majority at weeks 1 and 4 (58% and 54%, respectively).",1,23,4.3478260869565215
male,of depression (such as anhedonia).,1,23,4.3478260869565215
male,". Furthermore, biochemical analyses confirmed reduced neuronal damage and apoptosis in the hippocampus, with changes in apoptosis-related protein expression (e.g., upregulation of Bcl-2 and downregulation of Bax and cleaved-caspase-3).",1,23,4.3478260869565215
male,"persisted, an additional 6 infusions (one per day).",1,23,4.3478260869565215
male,focused therapies in randomized controlled trials.,1,23,4.3478260869565215
male,atic depression (MDD development).,1,23,4.3478260869565215
male,"decrease while resilience improves, demonstrating that fathers do recover and adapt post-abortion when resilience is factored in.",1,23,4.3478260869565215
general_population,(PHQ-9 > HAMD-17) is associated with:,2,47,4.25531914893617
general_population,"atology is associated with an increased likelihood of both first and recurrent cardiovascular disease (CVD) events, particularly in women.",1,47,2.127659574468085
general_population,driven pathway** where depression might drive cannabis use (not strongly supported in this study).,1,47,2.127659574468085
general_population,"subtypes (psychic vs. somatic) of generalized anxiety disorder (GAD), not specific causes or risk factors.",1,47,2.127659574468085
general_population,of Parkinson's disease (PD).,1,47,2.127659574468085
general_population,lasting >2 weeks. Major depressive disorder was diagnosed in 28% of analyzed patients. The predictive model was tested for goodness-of-fit and was moderately accurate (AUC = 0.70) in predicting depression risk.,1,47,2.127659574468085
general_population,Checklist-90 (SCL90).,1,47,2.127659574468085
general_population,"of binge eating, disordered eating, depression, anxiety, and impact of weight on quality of life.",1,47,2.127659574468085
general_population,"for these conditions showed substantial variation: depression (31.8–60.5%), anxiety (34.2–57.7%), and PTSD symptoms (21.4–65.4%).",1,47,2.127659574468085
general_population,during this period.,1,47,2.127659574468085
general_population,"lower happiness during tasks, even though happiness depends on recent reward prediction errors which remain intact.",1,47,2.127659574468085
general_population,improved over time compared to the control.,1,47,2.127659574468085
general_population,) were discussed. The focus is limited to professional perspectives.,1,47,2.127659574468085
general_population,in rats and PC12 nerve cells.,1,47,2.127659574468085
general_population,"onset in PD patients. Nigrostriatal dysfunction alone does not fully explain depressive symptoms, suggesting additional, complex molecular pathways contribute.",1,47,2.127659574468085
general_population,". It also acknowledges that intervention type (step-down care vs. extended early intervention) influences outcomes, with step-down care associated with poorer trajectories.",1,47,2.127659574468085
general_population,related specifically to work.,1,47,2.127659574468085
general_population,(measured by WBS scale).,1,47,2.127659574468085
general_population,"using mean standardized scales after 8 weeks. Secondary time points included 2, 4, and 12 weeks.",1,47,2.127659574468085
general_population,"of major depressive disorder (MDD) respond to treatment. It identifies low interest (both general and sexual) as critical components of low positive affect, alongside depressed mood (high negative affect).",1,47,2.127659574468085
general_population,"was associated with state anxiety (p < 0.05), potentially indicating stress related to work conditions during the pandemic.",1,47,2.127659574468085
general_population,"are common and often underestimated when weaning off antidepressants, especially after long-term use. Clinical guidelines have previously downplayed the severity and duration of withdrawal, suggesting symptoms resolve quickly unless the medication is abruptly stopped. Recent evidence shows this is inaccurate.",1,47,2.127659574468085
general_population,of depression and anxiety.,1,47,2.127659574468085
general_population,linked to the intervention.,1,47,2.127659574468085
adolescents,", female sex, and lower socioeconomic status.",1,14,7.142857142857142
adolescents,reduction outcomes.,1,14,7.142857142857142
adolescents,"post-intervention. Parents found the treatment highly acceptable, with 94% of sessions attended and 19 out of 23 participants completing the program. This suggests the intervention was feasible and effective, though larger studies with control groups are needed to confirm efficacy.",1,14,7.142857142857142
adolescents,", specifically major depressive disorder (MDD) scores and emotional difficulties.",1,14,7.142857142857142
adolescents,", specifically including LGBTQ+ youth.",1,14,7.142857142857142
adolescents,of HIV stigma. This suggests a direction for future research or programming rather than a concrete intervention being used or evaluated.,1,14,7.142857142857142
adolescents,. Key outcomes include:,1,14,7.142857142857142
perinatal_female,in rat dams and examines its effects on offspring development. It explicitly focuses on the gender-specific differences and timeline of impacts (adolescence vs. adulthood) in offspring neurodevelopment and behavior.,2,9,22.22222222222222
perinatal_female,") are measured, the abstract suggests that increased awareness, education, and access to treatment are potential results of LHWs' involvement. The wording implies these outcomes are achievable through their interventions.",1,9,11.11111111111111
perinatal_female,more effectively than in-person care) or long-term clinical outcomes. It focuses instead on access and patient experience.,1,9,11.11111111111111
older_adults,among middle-aged and older adults.,1,10,10.0
older_adults,** in frail older adults.,1,10,10.0
adults,of anxiety (45.1%) and depression (24.0%). Mean scores for anxiety and depression were significantly higher compared to the general Russian population (<i>p</i> < 0.001).,1,21,4.761904761904762
adults,were significantly associated with poor self-reported health.,1,21,4.761904761904762
adults,were at significantly elevated risk (aOR 6.33) compared to those prescribed it for cardiovascular reasons.,1,21,4.761904761904762
adults,compared to the general Danish population.,1,21,4.761904761904762
adults,. This is derived from the results showing worsened psychological status in TMD patients compared to non-TMD patients.,1,21,4.761904761904762
adults,", psychiatric diagnoses, body image disturbances, and quality-of-life impairments after AIBD diagnosis. Body image dissatisfaction correlated strongly with quality-of-life impairments, even when controlling for depression.",1,21,4.761904761904762
adults,", are linked to increased smoking behaviors among Asian Americans.",1,21,4.761904761904762
adults,"of depression and a side effect of antidepressants. Elevated inflammation at screening may influence emotional blunting outcomes during treatment, regardless of intervention group.",1,21,4.761904761904762
adolescents_school,"in Chinese high school students were significantly associated with having siblings, non-intact family status, poor family functioning, and lower levels of positive youth development. Conversely, remission from depressive symptoms was more likely among students whose fathers had higher educational qualifications (bachelor's degree or higher).",1,3,33.33333333333333
cardiovascular,and oxidative stress parameters.,1,3,33.33333333333333
adults_male,. Propofol-treated mice showed no statistically significant difference in immobility time compared to saline-treated controls after 24 hours.,1,3,33.33333333333333
primary_care,". Nar is highlighted as having potential as a substitute for Chr, while Api's anti-depressant effects are compared to those of a positive control drug (likely a known antidepressant).",1,3,33.33333333333333
primary_care,Student therapists achieved outcomes comparable to clinical trial therapists for client-reported depressive symptom change but fell short when measured with interviewer-evaluated depression scores.,1,3,33.33333333333333
primary_care,of depression and an independent risk factor for recurrence.,1,3,33.33333333333333
perinatal_male,", reluctance to seek help, and changes in the use of depressive language post-childbirth are associated with postpartum depression (PPD) in fathers.",2,2,100.0
perinatal_male,(both maternal and paternal) are associated with high levels of emotional and behavioural problem trajectories in children aged 3-16 years.,1,2,50.0
female,in those with unipolar depression.,1,13,7.6923076923076925
female,", anxiety, resilience, and other measures of psychological distress.",1,13,7.6923076923076925
female,"in middle-aged and older women. Specifically, worsening UI status increases depressive symptoms, while improving or recovering UI status reduces depressive symptoms. Factors such as age, health status, household income, working status, and chronic medical conditions influence these effects.",1,13,7.6923076923076925
female,(SMD = -1.28) and anxiety symptoms (SMD = -0.89).,1,13,7.6923076923076925
female,", at least in mice models, due to its effect on BDNF levels, inflammation, and microtubule-based transport. This study provides a foundation for future research on Kif15’s role in depression within human populations.",1,13,7.6923076923076925
female,related to seasonal affective disorder (SAD) without mediation by chronotype. Others act indirectly via diurnal preference or chronotype.,1,13,7.6923076923076925
female,"and signs of depression. However, no specific therapeutic interventions like medications or therapy modalities were mentioned.",1,13,7.6923076923076925
perinatal,and with sex hormone levels.,2,2,100.0
perinatal,showed moderate to strong improvement in intervention groups (SMD = -0.59,2,2,100.0
perinatal,CI -0.95 to -0.23).,2,2,100.0
older_adults_male,". The study highlights **microglial activation**, **mitochondrial dysfunction**, and the **epigenetic repression of SOCS3 and NRF2 by GAS5 and EZH2** as key factors contributing to depression-like behaviors.",1,4,25.0
older_adults_male,later in life.,1,4,25.0
children_female,"of depression and anxiety in mothers and children, moderated by family hardiness (measured through distinct trajectories).",2,3,66.66666666666666
male_cardiovascular,effectively.,1,4,25.0
male_cardiovascular,", anxiety, self-esteem, and physical health education (e.g., hypertension, inflammation, nutrition, etc.).",1,4,25.0
male_cardiovascular,improvement via Hamilton Depression Scale-17 (HAMD-17) scores. Secondary outcomes include changes in cognitive function (assessed via WCST) and event-related potentials (ERPs) in electroencephalography to explore cognitive and emotional processing.,1,4,25.0
male_primary_care,severity and impairment the key measured outcomes.,1,3,33.33333333333333
male_primary_care,"severity (PHQ-9, MADRS), cognitive function (DSST), quality of life (EQ-5D-5L), social and work function (SDS), and work productivity (WPAI questionnaire). The reliability of PDQ-D-5 correlating with other scales over time (six months) is emphasized. The outcomes primarily demonstrate the tool's consistency, validity, and association with functional and emotional elements of MDD.",1,3,33.33333333333333
adolescents_female,"as well as higher levels of disinhibited-eating behaviors (e.g., eating in the absence of hunger, emotional-eating). These factors may be linked to increased risk of insulin resistance (IR).",1,2,50.0
